name,date,likes,comment,sentiment,source
islem_ghe_lol,24/11/19 16:22:08,0,Ga3rona b limitation ta3 debit ou ygoulk 40Go 🐸 conx 0 null,-1,insta
laura_._hope,24/11/19 16:24:20,1,Bezaf ghaleya  wi 😒,-1,insta
mohamedbouarfa,24/11/19 16:25:38,0,علاش درتو فيها limitation ?,0,insta
sayad_salim,24/11/19 16:26:44,0,فسد الريزو تاعكم,-1,insta
ayoub_vartolou,24/11/19 16:46:03,0,ردولنا 100ميل نولو لباس,0,insta
delkader.ab,24/11/19 16:46:18,0,hab nbedel men hayla bezzaf ll hayla maxy 3lah ma9dertch ? (kant  djezzy carte ),0,insta
nacera1941,24/11/19 17:06:42,0,Comment appliquer HAYLA,0,insta
mimi_jbanta,24/11/19 17:09:33,0,Walat jiga troh tem tem blama nodkhol youtube wla natfraj les video w mnich nconnecter bzf mlfa tched 25 jiga hten yado menha w dok tayra whedha😲,-1,insta
abdoubouanik,24/11/19 17:23:08,0,Segmouna réseau 9bel,-1,insta
koudonaroji,24/11/19 17:34:43,0,انا مشترك في هذا العرض,1,insta
swi_sri,24/11/19 17:43:15,0,Ghir lbar7 chritha b 95000,0,insta
ameramraoui,24/11/19 18:44:04,0,خرطى تسرقو وفيها محدودية سرقييين منافقييين,-1,insta
ameramraoui,24/11/19 18:45:06,0,ريزو منعدم أضعف شبكة فى قارة افريقيا,-1,insta
khaledbelkeir,24/11/19 18:47:29,0,علاه ماتموش في هدرتكم العرض من بعد شهور اللي تشري يدورو عليك,0,insta
nacera1941,24/11/19 19:12:06,0,J'attends votre reponse,0,insta
dz._.comide,24/11/19 19:15:44,1,لكل شخص جات عينه على تعليقي رووح الله ما يمر هذا اليوم وتسمع خبر يفرحك  اعملي متابعة  _😻_🌼,1,insta
fariditaliia,24/11/19 19:45:08,0,connexion  zero,-1,insta
khaled4naiim,24/11/19 19:46:25,0,عرض تاع 1000 دج علاش رجعتوه 1200 دج دون اعلامنا,-1,insta
lounis_fa,24/11/19 20:36:39,1,@khaled4naiim معلبالهمش بيك مهم يربحوا دراهم جامي شفت شركات اتصلات كما شركات ديالنا كامل مع زبون ومشترك غير تاعنا ضدنا,0,insta
yamanprf,24/11/19 19:54:00,1,krahna reseau ta3kom,-1,insta
kelechi_john_ogbuji,24/11/19 20:09:42,1,The Education of Viva from the change of the one two three viva Algeria to ABC one two three viva Algeria the new banking system,0,insta
kelechi_john_ogbuji,24/11/19 20:10:57,0,The Education of Viva from the change of the one two three viva Algeria to ABC one two three viva Algeria the xxxx Arabic Algeria Got Talent in the new banking system power of alphabetical calculation approval in support the Bank ABC Algeria.,0,insta
najati.amir31,24/11/19 20:14:47,0,ههههههه تضحكو,-1,insta
razzi_razik,24/11/19 21:01:53,0,Tré nul 👎,-1,insta
hani__ch,24/11/19 21:05:36,3,درك انتوما عيباد يرحم باباكم. تغلقولي لالين بلا ما تقولو  ندير x710#. نلقى واجب دفع 0 دج.  نعيط 777 يقولي تحويل مكالمة للندب تاع فاتورة.  لي يخدمو غير من 8 ل 4.  انا حاصل ف طريق باه نعيط يجو يدوني والو.  الله لا تربحكم,0,insta
mohamed_boulbit,24/11/19 22:21:07,1,@hani__ch انا تاني دارولي كيما انت الله لا تربحهم,-1,insta
zizouziane,24/11/19 21:23:31,0,"40 ,جيغا وتكونيكتي شعر 😢😢😢😢😢",-1,insta
mourad_lmr,24/11/19 22:05:31,0,Réseau💩💩💩💩💩💩,-1,insta
mourad_lmr,24/11/19 22:06:29,0,Réseau💩💩💩💩💩💩,-1,insta
hadjaliamina.ah,25/11/19 08:38:41,0,C de l 3eyana la connections ghir ekhtikoum dertha w ndemt,-1,insta
jaoquin.guzeman.loera,25/11/19 08:53:01,0,السلام عليكم هل ممكن تحويل شريحة جازي هايلة بزاف الى جازي كونفور,0,insta
riadh_gsm,25/11/19 21:21:32,0,Bzzf 1500da  dirolna promotion pour les étudiants,0,insta
fateh.bm20,08/08/20 17:07:40,0,وليت ناكل 1جيغا نلقاهم ينقصو 3جيغا,-1,insta
sad_jed1,08/08/20 17:09:53,0,Le prix de la puce Djezzy  izzy ys'il vous plaît !!,0,insta
ikhelafi,08/08/20 17:22:20,0,L’application marche pas sur iPhone 😏,-1,insta
djezzy.dz,08/08/20 17:22:49,2,"@sad_jed1 Bonjour, la puce coûte 300da 😊",0,insta
kerbouche_oussama,08/08/20 18:04:42,0,Follow me❤️❤️,1,insta
ahmadassla,08/08/20 18:05:03,0,Mafhamtach.la3eba hadi,0,insta
ahmadassla,08/08/20 18:05:07,0,❤️❤️,1,insta
h_a_m_z_a.x,08/08/20 18:55:10,0,@djezzy.dz منين نشريها,0,insta
sad_jed1,08/08/20 18:58:22,0,@h_a_m_z_a.x .Magasins de téléphonie,0,insta
h_a_m_z_a.x,08/08/20 19:01:54,1,@sad_jed1 نتوعنا معندهمش👍,0,insta
sad_jed1,08/08/20 19:05:05,0,"@h_a_m_z_a.x c'est , disponible sur tous les magasins de téléphone kayn lhna sur la wilaya de Guelma",0,insta
ranoudz13,08/08/20 19:34:17,1,792802718,0,insta
ranoudz13,08/08/20 19:36:30,0,Flixi,0,insta
ben._.anismoh,08/08/20 20:02:11,1,L’application marche pas sur iPhone 😭😭☹️,-1,insta
ben._.anismoh,08/08/20 20:02:39,1,Donne nous alors la ps4 svp,0,insta
abdelkader.merzoug.0,08/08/20 21:00:23,0,كفاه نشارك,0,insta
amine_xotd,08/08/20 22:57:11,0,@djezzy.dz cnx ki zbiii nikmatkm l9hba 😒😒,-1,insta
guenouneazeddine,09/08/20 6:46:31,0,"Bonjour, j'ai tant joué au jeu quiz mais je me demande Sincèrement comment ont gagné.",0,insta
ridha6059,09/08/20 7:31:50,0,كيفية المشاركة,0,insta
metarah_abdelhak,09/08/20 10:03:59,0,M7btch tmchili fi djezzy hbal,0,insta
zidanhammar,09/08/20 14:09:03,0,❤️,1,insta
anis_l50,09/08/20 15:29:31,0,4G 3lah rahi ta9ila hadi yamat😞,-1,insta
ibrahim_titi,09/08/20 18:30:24,0,Je me suis inscrit j'ai joué une seule fois et depuis a chaque fois je reçois un msg félicitations et il me prend du crédit y a pas un moyen d'arrêté sa @djezzy.dz,0,insta
et.bi.djazaire,02/08/20 17:12:42,0,❤️❤️❤️❤️❤️❤️,1,insta
amire.officiel,02/08/20 17:15:33,0,كيف الغي عرض كويز ورجاء الامثلة بالصور,0,insta
kamelsoualhi,02/08/20 17:16:43,0,الله يبارك,1,insta
kamelsoualhi,02/08/20 17:16:56,0,Bravo 👏 et bonne continuation Djezzy,1,insta
toufik.zbr47,03/08/20 20:07:06,0,Khawti flxit 40 GB 93dt 10 jour bih lbrh l9itha 19 GB r9adt ou nodt l9itha 0 GB,0,insta
_rey_kch_,03/08/20 21:40:46,0,@walid_chlb_ hada Mr bellil wella ydir les pub wla c'est moi qui hallucine 🤦‍♂️,-1,insta
bakhtaoui482,03/08/20 21:50:46,0,السلام عليكم ورحمة الله وبركاته  مبروك عيدكم عندي شكوى  الريزو كي ينقص من 4g ويهود  ل 3g لانتارنات شبه معدومة  وليله سعيدة محمد من مدينة مغنيه ولاية تلمسان,-1,insta
oonie_sonia,03/08/20 21:59:40,0,@sony_beauty_dz لجمالك سيدتي بأقل تكلفة 😍😍😍,1,insta
anouar.d.r,03/08/20 23:54:01,0,Cnx khra,-1,insta
im_khadidja,04/08/20 2:13:43,1,djezzy akbar machrou3 fachel ni l'internet ta3ha t3ayef,-1,insta
zaki6901,04/08/20 9:02:49,0,وكيلكم ربي عالكونيكسيو هذه,-1,insta
mustapha_bounoua_officiel,04/08/20 9:44:39,0,والله لا ثقيلة تقتل يكذبو عليكم شريتها باطل,-1,insta
mohamed.pitchou.125,04/08/20 10:54:48,0,اسوأ انترنت في شمال افريقيا,-1,insta
mohamed.pitchou.125,04/08/20 10:55:50,0,ديرو اوريدو خير منها الف خطرة,-1,insta
xx_kha_lil_x,04/08/20 11:14:36,0,Wchbiha lcnx ta3kom,-1,insta
rayane.hammache,04/08/20 12:12:46,0,@amirabelgherbi wsh c belil ca 🤣🤦🏻‍♂️,0,insta
may_us_se,04/08/20 12:27:30,0,سرقتووني. حرام عليكوم,-1,insta
amirabelgherbi,04/08/20 12:41:53,0,@rayane.hammache mdrrr ayaah Ouii,0,insta
nayline_,04/08/20 12:45:01,0,Reseau makash cnx dyalkom nuuuuuuul nzido npartago🤦‍♀️🤦‍♀️,-1,insta
cea_ser_,04/08/20 13:10:05,0,عندي جيزي ني حاكم زوج بارات,0,insta
cea_ser_,04/08/20 13:10:27,0,دك راهي بارا,0,insta
yacine_islam5,04/08/20 13:37:34,0,Please fix your app then tell people to use it,0,insta
rinas__creation,04/08/20 17:14:33,0,فضلا و ليس أمرا ❤️ أدعوكم لزيارة بروفايلي أنا صانعة أكسسوارات الشعر مبتدئة 🎀 أرجوا دعمكم لي و شكرا ❤️❤️❤️,1,insta
abde_elli,04/08/20 21:10:01,0,على زين الكونكسيو  وتزيد تبرطاجيعها......يااااااو فاقوووو,-1,insta
rmbdz87,04/08/20 21:47:59,3,ياودي ثقلة تخدم 10دقائق او ربع ساعة وتنقطع حتى نطفي بورتابل ونشعله باه ترجع,-1,insta
rafik__lamri,04/08/20 23:00:25,0,Nik matkom ga3 40 g tkhlas fi 10 jour trbho zabi bsh,-1,insta
mimi_jbanta,05/08/20 8:11:21,1,T9ila bzf m yamchi wloo,-1,insta
rochdi_roody,05/08/20 9:55:45,0,كيفاش انا اليوم تخلاص الاكتيفاج نتاع شهر الانترنت مزالت تمشي والمكالمات يقلي عبىء رصيدك بالرغم مزالت عندي 100 الف مكالمات,0,insta
freealgeria_,05/08/20 11:31:42,0,@rmbdz87 سما تحيا موبيليس,-1,insta
freealgeria_,05/08/20 11:32:51,0,@mustapha_bounoua_officiel سما موبيليس تاع مساكين,0,insta
mimina1261,05/08/20 18:41:40,1,@ab.warda chofi😉😉,1,insta
eyadty.dz,05/08/20 21:01:44,0,الوصفة المجربة 📜 لعلاج البثور السوداء باستخدام قناع البيض والعسل 🥚🍯 زوروا حسابنا فورا⁦ ☺️⁩,0,insta
amin.bma,06/08/20 0:19:14,0,جيزي تاع الشعر بارتي تاع بوبجي كي الناس ماتقدش تدخلها سرقتوا الشعب الله لا يربحكم,0,insta
chikhahmed,06/08/20 0:27:32,0,معليش الخدمات مليحة والشبكة تعبانة حنا في اولف مزلنا فى الجيل التاني ماشي حتى التالت كيفاش نفليكسي مية الف,-1,insta
re.can,06/08/20 9:11:11,0,@frank_benabid يحوسو يضمنوك تمد نمروك يورولك الهدرة الزايدة 😂😂😂😂,0,insta
frank_benabid,06/08/20 9:15:29,1,ya weldi wlh karholi hyati 4g tgolha 2g 3ayana grv wlh,-1,insta
re.can,06/08/20 9:21:10,0,@frank_benabid مم نا عندي الصراحة ساعات تكون هي المخيرة جيزي في بلاصة ولا زوج في الولاية كل التغطية تاعهم ناقصة بزاااااف 😒,0,insta
frank_benabid,06/08/20 9:22:00,1,ana rani f setif ville 3andi wahd 9 mois w ana biha kanet foor f les 3 dernier mois welat d3ifa grv,-1,insta
ilane.alg,06/08/20 9:39:20,0,Ça marche pas sur iPhone ...,-1,insta
naww_____na,06/08/20 12:49:08,1,سرااااااقين 😒😒😒😒 @iline_2019 @mou_na__,-1,insta
chebilibad,06/08/20 14:08:02,0,سراقين ا ودي كلاب,-1,insta
zaki6901,06/08/20 14:43:52,0,وكيلكم. ربي  الانترنت جد سيئة  احشمو على  رواحكم حسنو خدمتكم ومبعد احشو للغاشي بالغروض الجديدة,-1,insta
abdelkader.nacef,06/08/20 17:58:49,0,هذي في العالم الموازي,0,insta
its.adem.dn,06/08/20 19:10:06,0,راكم كل يوم على 12.00 تع ليل تدولي 2da علاه ارجو الررررررررررررد,-1,insta
mou_na__,06/08/20 20:00:58,1,@naww_____na سراقين يخي يخي خداعييين 😡,-1,insta
naww_____na,06/08/20 20:02:42,1,@mou_na__ نوكل ربي💔😂,-1,insta
mou_na__,06/08/20 20:07:31,0,@naww_____na يا يما دعاويك جازي باي باي مي تساهلو 😂😂😂,0,insta
ano92_,06/08/20 20:48:09,0,VOUS ÊTES NUUUUUUULLE,-1,insta
ano92_,06/08/20 20:48:46,0,يوتيوب يمشي ب 144p فضيحة,-1,insta
elamirdahmane14,06/08/20 20:54:46,0,كونكسيو عيانة زيدوها في رواحكم تحياا اوريدوو,-1,insta
_ab_._dou__,06/08/20 21:43:36,0,Roho t9wdo hdi conx hdi t3yo bikom ba djezzy t3kom,-1,insta
_zinou_ff,07/08/20 6:37:05,0,نحن جيزي نسمعو بيها برك الله يهديكم 😣😣😣😣,-1,insta
droiltidroilti,07/08/20 8:46:05,1,برتية ببجي متقدش تلعبها كي ناس,-1,insta
net_dz_flx,07/08/20 12:54:48,0,Merhba bikom chez nous des compte netflix originales,0,insta
katiaaa111,07/08/20 16:00:29,0,https://www.instagram.com/p/CDdnhMpFM8H/?igshid=6vcoxueod52w,0,insta
thinkers_dz,07/08/20 16:38:18,0,إذا أنت من محبي المطالعة و المقالات الثقافية، إرمي بنفسك معنا,0,insta
thinkers_dz,07/08/20 16:38:18,0,صفحتنا متخصصة بالكتب و المقالات التي كلها إفادة، دير أبوني ستستفيد، و ستجد كل ما له علاقة ببناء شخصية قوية و التغلب على سلبياتك، شجعو المحتوى الهادف❤️,0,insta
sonia_bhd,07/08/20 17:00:31,3,Hada hichem bellil ❤️❤️nn 🤔🤔hhhh @_asmaa_mk  @maissabouzouina3 @by_.mina._ @amar.sebai @thisisminou @amel.rabahi @mimenou.be @catopsilia_pomona @khadidja.mehdi,1,insta
ma_young_he,07/08/20 17:01:55,0,بدا دعم شوقا اضافات نار @su.g__a+محتاجة ادمن نشر ومراقبة,0,insta
walid_walid1600,07/08/20 17:32:13,0,💩🙈💩💩💩💩💩💩💩💩,-1,insta
derr.sara,07/08/20 17:43:12,0,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,-1,insta
thisisminou,07/08/20 18:17:33,2,@sonia_bhd oui,0,insta
amar.sebai,07/08/20 18:45:59,2,@thisisminou هو بعد,0,insta
haj_allal_memes,07/08/20 19:59:16,0,@freealgeria_ موبيليس اخره منهم,0,insta
gdfhghxhhg,07/08/20 21:09:38,0,إيه  توحشنا  قاعدة  كما هذي,0,insta
wshneggv,07/08/20 22:44:10,0,check @houseofvintagedz nd show em some love,0,insta
wshneggv,07/08/20 22:45:25,0,check @houseofvintagedz nd show em some love,0,insta
lyes_guettaf,07/08/20 23:26:30,0,Cnx ki lkhra,-1,insta
salah_elaihar,08/08/20 3:56:15,0,gae had les prix wlghla wfr7anin ? f 🤔,0,insta
abdboussaha,08/08/20 5:21:27,0,بترمتك اجيزي نتي وكونكسيو نتاعك تعيفو 💩💩,-1,insta
abdboussaha,08/08/20 5:22:02,0,@droiltidroilti رانا كامل نعانو من نفس المشكل مع جيزي نتاع شكوبي,-1,insta
abdou_milanist,08/08/20 8:23:26,0,المرأة لابسة سروال مزير على فخاذها و زايدة دايرة رجل فوق رجل عار، زمن الدياثة و الله المستعان,0,insta
gizmoumunoz,08/08/20 9:07:36,0,Les meilleurs offres viennent de Djezzy mais la plus mauvaise des connexions en Algérie c'est Djezzy .,0,insta
thisisminou,08/08/20 9:35:41,1,@amar.sebai 😂😂,0,insta
sida.li30,08/08/20 11:24:30,0,@sonia_bhd نجمة لمخيرة قاع,-1,insta
sida.li30,08/08/20 11:25:41,0,@im_khadidja 😂😂,0,insta
abdelhek_khelili,08/08/20 12:17:57,0,سراقين🙃🙃كونيكسيو تحسب فكرون راهو يمشي اوريدو ب2G خيرمن جيزي 4G تحيا اوريدو,-1,insta
mnwerlamine,08/08/20 13:34:46,0,Roho Nik yamakoum,-1,insta
ndr_karim,08/08/20 15:09:23,0,wach men conx wach men partage wlh yak l vodeos hada w matla3lich,-1,insta
ma.ya_97,08/08/20 17:27:42,0,آبونيني نابونيك بدون غش و لي ينيحا نفيقلو و نحيها حتى أنا,0,insta
kholyana_,08/08/20 18:04:25,0,💕💕💕💕لحل مشاكل البشرة🌼 الشعر🌼 الجسم، 🌼راسليني😍🌼,1,insta
voiture_luxe_alger,08/08/20 19:32:39,0,صفحة جزائرية خاصة بعشاق الميكانيك ادعمنا ب abonnée ❤like❤partage  فضلا وليس آمرااا,0,insta
anime.anime.ann,08/08/20 19:37:11,0,تم,0,insta
anime.anime.ann,08/08/20 19:37:12,0,تم,0,insta
anime.anime.ann,08/08/20 19:37:15,0,تم,0,insta
anime.anime.ann,08/08/20 19:37:16,0,تم,0,insta
anime.anime.ann,08/08/20 19:37:17,0,تم,0,insta
anime.anime.ann,08/08/20 19:37:18,0,تم,0,insta
fans_entente,08/08/20 20:25:29,0,صفحة خاصة بالنادي العالمي وفاق سطيف🖤🏁  كل ما يخص نادينا من ميركاتو 🥅و أخبار اللاعبين ⚽️و نقل لأجواء المباريات و الأنصار✨🧨                🏆تابعونا  للمزيد من الأخبار الحصرية 🏆 #أحـــنا_أولادهـا_لي_نهزوهـا🙏⁦♥️⁩,0,insta
dadi9635,08/08/20 20:34:32,0,ابوني,0,insta
bilal_menasra,08/08/20 21:31:50,0,cnx ta3kom kiii .......,-1,insta
bilal_menasra,08/08/20 21:34:37,0,cnx ta3kom kiii .......,-1,insta
harchi44,09/08/20 1:19:58,0,Ghir lkdab,-1,insta
mester9672,09/08/20 3:50:11,0,لو جينا في دولة قانون كون راني شكيت بيكم للقضاء علي جال كونيسيون تاعكم نفليكسي 1500دج كونيكسيو ثقيلة,-1,insta
airavis_net,09/08/20 8:49:10,0,👍,0,insta
med_ben_mosta,09/08/20 9:54:41,0,@frank_benabid machi ri stif fi ga3 dzayr d3ifa,0,insta
laya9788,09/08/20 12:09:13,0,طالبة علم النفس و ومتحدثة تحفيزية نقدم الدعم النفسي والمعنوي لأصحاب الباك وتحفيز طيلة الايام القادمة صفحة مخصصة تحفيز لنجاح في الدراسة والعمل❤️❤️❤️,1,insta
ab.warda,09/08/20 14:37:24,1,@mimina1261 😂😂😂😂,0,insta
totalpaix,09/08/20 17:58:44,0,😂😂😂😂😂😂😂 n'emporte quoi,0,insta
frank_benabid,09/08/20 20:28:02,0,ya weldi rakom habeltona cnx raha d3ifa grv dirona hal wela lwahed ybedel operateur direct,0,insta
lea_iccerion,07/08/20 18:58:27,0,@reihoz_aho مالا نقعد هك😂,0,insta
mmrn528,08/08/20 11:58:39,0,@charafeddine_bel oui a3labali 😂😂 anta douka Rak atchikh m3aya fli coumentar hhhh😂😂 rani b3antalk akbal biya 😂😂❤️,1,insta
mmrn528,08/08/20 11:59:41,1,@you_ne5 antaya li b3atli fi snap😂😂,0,insta
karim.bouzian2006,08/08/20 12:04:46,0,😂😂😂,0,insta
ben_amrouche,08/08/20 12:15:26,0,تربحو شعر كونكسيو كي شعر نتوما كي شعر يخي شكوبي,-1,insta
chabamerzotaofficial,08/08/20 12:17:20,0,مانيش حابة نولي كيما هادوك السامطين لي وين تروح تلقاوهم😂😂😂 أيا دير ابوني في طريقك ربي يحفظلك ديك لميمة لعزيزة 😍😍😍😍,1,insta
chabamerzotaofficial,08/08/20 12:17:22,0,دير ابوني في طريقك ربي يحفظلك ديك لميمة لعزيزة 😍😍😍😍,1,insta
you_ne5,08/08/20 12:35:05,1,@mmrn528 what no😂,0,insta
itz_codein,08/08/20 12:41:03,0,@salmi.mo7amed قالوها بوحد الطريقة...ضحكاتني,0,insta
mmrn528,08/08/20 12:42:50,0,@you_ne5 hhh,0,insta
mmrn528,08/08/20 12:43:17,0,@you_ne5 kouli anta li b3atli fi snap❤️,1,insta
salmi.mo7amed,08/08/20 12:49:38,1,@itz_codein 😂😂😂,0,insta
___.le.roi.___,08/08/20 17:19:46,0,Gaaa3 hna abonnéiiiw @top_series.films,0,insta
zohra_officiel___,08/08/20 17:39:21,0,يا جماعة والله مالقيت وش نكذب. عليكم باه ديرولي ابوني 💔🙂شغل نا دزيرية كيفي كيفكم 😂😂لابغيتوا زعمة ابونيو لحياة أفضل 🙄 (غي نكذب مكان حياة أفضل ني والوا ) لكونط اول طار بيه لحمام 💔😂,-1,insta
m_o_h_m_e_d_._moh,08/08/20 17:55:33,0,cnx ki zeby,-1,insta
m_o_h_m_e_d_._moh,08/08/20 17:56:00,0,vive ooredoo khayty,-1,insta
khouloudmetallaoui,08/08/20 18:45:23,0,انا مين نفليكسي يسرقولي الدراهم و الشهر يخلاص ليه ليه مرة درت شهر قعدتلي 12 يوم و مبعد نحيت عزرينها خلاص,-1,insta
ranouchaa19,08/08/20 19:09:04,0,يا ربي انا هاد لبنادم  يجمدلي دمي مكفاش كل يوم كنت شوفو في رمضان لحقني حتى هنا 🔥🔥,1,insta
leon__ben,08/08/20 19:55:11,0,Wchbih hayeej hhhhhhh,0,insta
youyou__13__,08/08/20 20:02:41,0,جياحة,-1,insta
safaabhl31,08/08/20 20:10:44,0,هاد ريڨلو الكونيكسيو ولا نبدلكم😂,-1,insta
mounira_nbh,08/08/20 20:41:16,0,La connexion est grave faible,-1,insta
achrefalba,08/08/20 20:41:43,0,نتوما لي حليتوهالو لنقش كيما هذا  jsp kifah wla mashhour😣😖,0,insta
aicha.176,08/08/20 21:03:21,0,🤣🤣🤣🤣🤣🤣,0,insta
pres.diez_,08/08/20 21:06:21,0,Ymutu 3la tkhnat,-1,insta
zou_mrd,08/08/20 21:22:05,0,تبهديل ياربك,-1,insta
faa_te_ma,08/08/20 21:34:33,1,@rica_zoldyck  twahacht had la pub 😂,0,insta
seratyoucef,08/08/20 21:36:43,0,شحال ضحكني هاذا الفيديو,0,insta
zaidlahc_en,08/08/20 21:36:43,0,Mourad to7t mn glby wlit chkam kifhom😏😏,0,insta
yilmaz_batoul,08/08/20 21:42:49,0,@marwa_a_z_ 🙂 الرجل المستقبلي,0,insta
rica_zoldyck,08/08/20 21:46:07,0,@faa_te_ma ki chftou 9byn tfkrtk 😂😂😂😂,0,insta
ow_jey_loc,08/08/20 22:08:16,0,🌬تربح,0,insta
gtmemer39,08/08/20 22:39:19,0,Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:25,0,@chorok.chochita Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:30,0,@hxh_is_best_anime Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:35,0,@benbekhtiislem Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:42,0,@mmrn528 Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:47,0,@aicha.la.125 Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:52,0,@khadidja.kharfi Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:39:58,0,@maichminocha Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:40:02,0,@imadrezzig10 Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:40:07,0,@khaoulakhokhae Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:40:12,0,@sabyn_as Abonee page ghir da7k 😂,0,insta
gtmemer39,08/08/20 22:40:18,0,@game_on_karim Abonee page ghir da7k 😂,0,insta
assilabdelali049,08/08/20 22:47:35,0,قودو قودو ديرا كلخرا,-1,insta
di__d__o_u,08/08/20 23:18:30,0,ان شاء الله كاش ننار نفهم وش راه يقول 🐸,-1,insta
t_pirate_music,08/08/20 23:28:47,0,عجبتني الغنية برك,0,insta
bahahamreras21,08/08/20 23:58:01,0,نيك ماتكم اسيدي,-1,insta
sau_vage0,09/08/20 0:04:18,0,Li skhouna ji prv el wahed rah mharhar yaw 🔥🔥🔥🔥🔥🍆🍆,0,insta
karim_belabbas,09/08/20 0:11:16,0,جيزي هادي مقودا قاع في كنيكسيو,-1,insta
chro.dz,09/08/20 0:17:43,0,عبير (البطلة)24 سنة طويلة شابةشعرها طريل شاتان كلار عينيها نوازات كامل يقولولها شابة مي هي متواضعة و نية و تحشم بزاف تخدم فشركة الحسابات ماريا اختها و هي اصغر منها بعام و هي شابة شعرها صفر مي عكس اختها لي يشوفهم يقول ماشي خواتات صفاء صديقة عبير تعرفها من عشر سنين و تخدم معاها في نفس الوقت هي شابة مي عبير شابة عليها علا هديك تغير منها ديفوا و صفاء تلبس العريان على عكس عبير لي عادة لبسها يكون مستور سليمة و جمال ام و اب عبير (البطل) جاد 26 سنة شبااااااب بوقوص البنات لي فالشركة كامل يحبو يدورو بيه مي هو ماداها في حتا وحدة و هو مدير الشركة لي تخدم فيها عبيرعنده خوه جواد 25 سنة يخدم مع خوه هو بطبعه انسان يقصر و يضحك يعني اجتماعي عندهم امهم زهيرة مراة متواضعة و حنينة بزاف.......تكملة القصة عندي فالصفحة.,0,insta
n___a___no,09/08/20 0:20:17,0,افليكسي في جيزي خويا لعزيز  نلقاهم داوهم فيت فيت,0,insta
gaoua_hamza_officiel,09/08/20 0:25:20,0,Cnx 3ayana mt9dr tchof vidéo ma ta9dar tconcté m t9dr waloo rakom walooooo 0 nbadalkom,-1,insta
zinou_bk3,09/08/20 0:25:28,0,فرار راك نسوق في منتوج فاشل انا خدمت فيها ونقولك,0,insta
hoe.pro,09/08/20 1:20:16,0,@charaf_sbd  وين جايا تميمون فدزاير 😯,0,insta
team.__.jackson,09/08/20 1:53:05,0,الاشهار الوحيد لي نقعد نسناه 😂💘🌚,1,insta
kermicheanfaldz,09/08/20 3:08:04,0,مزلت حي,0,insta
hanan_gv7,09/08/20 3:09:55,0,كنيكسيو  كي لخرا 😑,-1,insta
nadjet.mok,09/08/20 7:00:04,0,ادعموني ابوني على قناتي https://www.youtube.com/watch?v=6rGroSNw5fs&feature=share,0,insta
nadjet.mok,09/08/20 7:00:08,0,ادعموني ابوني على قناتي https://www.youtube.com/watch?v=6rGroSNw5fs&feature=share,0,insta
kuzey__nam,09/08/20 7:17:19,0,منافقين,-1,insta
imennourelhouda,09/08/20 7:43:10,0,Ramdan hhhh,0,insta
x._dal__ya_.x,09/08/20 8:11:40,0,نهاااار تعدلو لكوناكسيون كسع حلو فامكم تعيي ندمت على  نهار لي شريتها فيها ولهدايا خليوهم ليكم وحبسو من لخرطي 🙂,-1,insta
mmrn528,09/08/20 8:27:57,1,@gtmemer39 hani abounit💓💓,1,insta
tamer_dz_21,09/08/20 9:09:38,0,تربح شعر,-1,insta
tchikouroro,09/08/20 9:51:39,0,Chkon leklon hada,0,insta
oucheriahhamza,09/08/20 10:07:57,0,😡😡😡😡,-1,insta
fateh_deutsch,09/08/20 10:24:00,0,Mba3er 😭😭💩💩,-1,insta
_s.a.l.a.h._.e.d.d.i.n.e_,09/08/20 10:31:00,0,تفهم غير تيليشارجي لخرا كل متفهمهاش 😂,0,insta
mimisara631,09/08/20 10:32:14,0,😨😨😨😨,-1,insta
kade_r439,09/08/20 10:33:20,0,😍😍😍 ههههه ريح عاقل كليتنا بالراب هههههههه,1,insta
samir_z3,09/08/20 10:47:21,0,واش اسمو الصباط بي لابسو يااااو,0,insta
gtmemer39,09/08/20 12:33:55,0,@mmrn528 mrccc 👏❤,1,insta
bilal_khibat,09/08/20 12:57:50,0,تيليشارجي تتطبيق جيزي 😂🎶🎶🎶,0,insta
chahine_chb,09/08/20 13:37:45,1,شوف الستوري 🔥🔥🔥,1,insta
so.sofi.505,09/08/20 13:47:09,0,Hhhhhhhhhhhhhhhhhhhhhhhhhhhh,0,insta
so.sofi.505,09/08/20 13:47:10,0,😂😂😂😂,0,insta
oranhamza769,09/08/20 13:57:23,0,Ikhi nakche,0,insta
oranhamza769,09/08/20 13:57:49,0,@hxh_is_best_anime wallah hhhh,0,insta
salahedjerida,09/08/20 14:12:09,0,Djezzy dyra ki khra cncio vrai chkla,-1,insta
